post_id,engagement_score,connection_strength,hours_since_posted,content_type,creator_followers
post_03221,10.02,0.95,106,image,234629
post_03222,74.31,0.78,98,text,309455
post_03223,72.84,0.22,70,image,172654
post_03224,70.6,0.5,6,text,14421
post_03225,45.5,0.76,138,image,184178
post_03226,73.65,0.26,58,image,286098
post_03227,33.31,0.29,8,article,230485
post_03228,40.79,0.71,63,video,46373
post_03229,64.71,1,2,article,227585
post_03230,56.74,0.89,77,text,458231
post_03231,20.99,0.82,151,article,372589
post_03232,68.42,0.3,129,video,484476
post_03233,41.21,0.28,2,video,357363
post_03234,20.22,0.69,14,article,32871
post_03235,36.21,0.98,119,text,426699
post_03236,42.13,0.21,135,video,266199
post_03237,75.47,0.57,77,article,186806
post_03238,40.55,0.77,91,image,129500
post_03239,83.69,0.93,0,video,394726
post_03240,66.87,0.74,125,poll,255804
post_03241,73.41,0.28,12,poll,62607
post_03242,29.67,0.33,6,text,396968
post_03243,42.72,0.07,145,text,219541
post_03244,30.82,0.63,96,article,235701
post_03245,21.99,0.18,99,text,107932
post_03246,33.94,0.13,150,text,78439
post_03247,45.33,0.06,150,article,105846
post_03248,30.46,0.6,154,image,136878
post_03249,50.08,0.74,73,video,89876
post_03250,54.03,0.64,102,image,346168
post_03251,73.21,0.49,95,video,141333
post_03252,40.78,0.73,102,article,320780
post_03253,18.49,0.41,157,image,248957
post_03254,87.23,0.46,38,poll,494458
post_03255,38.97,0.24,122,image,325264
post_03256,43.83,0.64,95,video,20185
post_03257,37.64,0.84,110,article,106960
post_03258,39.77,0.55,88,text,201231
post_03259,44.55,0.89,144,text,193944
post_03260,39.19,0.56,109,article,262301
post_03261,47.51,0.55,55,article,337382
post_03262,49.08,0.54,77,image,378886
post_03263,43.85,0.34,66,video,304851
post_03264,56.03,0.43,72,text,121375
post_03265,76.95,0.73,98,image,359932
post_03266,32.64,0.14,159,video,363003
post_03267,61.62,0.89,118,article,408686
post_03268,85.94,0.44,44,poll,147584
post_03269,18.73,0.3,121,image,242443
post_03270,46.27,0.84,58,video,238411
post_03271,22.31,0.83,160,text,168453
post_03272,36.01,0.05,150,article,300985
post_03273,40.57,0.6,87,video,321429
post_03274,30.45,0.52,160,video,408873
post_03275,52.72,0.3,79,poll,295336
post_03276,69.4,0.56,0,video,216709
post_03277,38.27,0.39,33,article,57013
post_03278,72.25,0.29,74,poll,388778
post_03279,29.62,0.11,24,image,34948
post_03280,78.98,0.48,84,poll,166788
post_03281,41.34,0.67,90,video,446414
post_03282,58.21,0.54,16,text,137467
post_03283,42.46,0.35,4,poll,286885
post_03284,39.94,0.1,103,image,397852
post_03285,85.76,0.6,20,poll,144826
post_03286,25.43,0.72,162,image,199211
post_03287,36.93,0.68,90,video,425021
post_03288,43.26,0.14,83,poll,313202
post_03289,35.89,0.15,154,video,460076
post_03290,89.21,0.44,54,poll,78343
post_03291,74.38,0.56,83,video,77150
post_03292,47.27,0.73,82,text,164288
post_03293,54.49,0.95,37,poll,61889
post_03294,18.53,0.94,135,article,169940
post_03295,96.42,0.79,113,video,270284
post_03296,59.71,0.95,81,video,421473
post_03297,62.6,0.17,103,poll,151785
post_03298,70,0.5,10,video,194795
post_03299,80.95,0.07,72,image,215866
post_03300,52.75,0.28,162,image,242640
post_03301,28.25,0.37,133,video,80154
post_03302,82.73,0.94,19,text,133608
post_03303,53.17,0.75,88,poll,420437
post_03304,24.36,0.6,78,article,453915
post_03305,53.63,0.87,128,text,257657
post_03306,37.53,0.52,89,image,435091
post_03307,65.64,0.23,92,video,84909
post_03308,81.59,0.41,89,poll,314054
post_03309,17.58,0.08,1,image,452657
post_03310,49.86,0.14,92,article,249904
post_03311,67.68,0.73,4,text,417893
post_03312,46.87,0.79,131,image,146898
post_03313,28.65,0.96,1,text,197235
post_03314,9.81,0.87,93,article,428320
post_03315,70.87,0.7,35,poll,483636
post_03316,55.43,0.3,108,article,113042
post_03317,62.61,0.09,17,article,102259
post_03318,46.26,0.57,68,text,430981
post_03319,48.69,0.69,122,poll,228804
post_03320,38.16,0.55,39,image,368970
post_03321,62.29,0.16,86,poll,464783
post_03322,61.97,0.84,13,poll,413276
post_03323,73.08,0.85,78,text,482301
post_03324,39.75,0.33,26,article,430529
post_03325,73.09,0.99,52,poll,428642
post_03326,25.33,0.59,37,article,443268
post_03327,17.76,0.4,53,article,127307
post_03328,55.17,0.75,143,poll,356936
post_03329,33.2,0.69,59,image,241788
post_03330,54.39,0.72,48,article,314261
post_03331,82,0.58,99,video,241441
post_03332,29.44,0.23,141,text,355489
post_03333,29.22,0.8,22,article,278291
post_03334,58.1,0.97,100,image,378526
post_03335,66.59,0.61,97,text,463124
post_03336,72.14,0.14,95,image,474261
post_03337,17.89,0.26,138,image,368783
post_03338,49.82,0.27,76,text,325129
post_03339,57.88,0.33,160,text,412237
post_03340,37.24,0.08,48,image,259446
post_03341,40.23,0.1,23,poll,358066
post_03342,28.27,0.45,163,text,434305
post_03343,34.85,0.71,157,article,159498
post_03344,45.5,0.75,105,poll,201878
post_03345,34.92,0.95,122,article,362166
post_03346,77.69,0.41,95,text,39830
post_03347,80.26,0.33,112,poll,137070
post_03348,55.83,0.47,19,poll,43453
post_03349,88.93,0.94,7,video,315910
post_03350,34.86,0.87,44,text,266683
post_03351,79.03,0.53,54,poll,199688
post_03352,44.1,0.55,3,image,223931
post_03353,59.99,0.43,50,image,284972
post_03354,51.51,0.92,6,poll,413213
post_03355,83.95,0.08,133,poll,177818
post_03356,42.71,0.14,81,poll,132384
post_03357,55.3,0.53,10,video,131405
post_03358,40.96,0.27,9,poll,462532
post_03359,49.86,0.62,44,text,42709
post_03360,89.06,0.95,111,video,14216
post_03361,57.33,0.59,126,video,421754
post_03362,55,0.09,100,text,279018
post_03363,49.41,0.54,50,text,462268
post_03364,40.95,0.85,55,text,146796
post_03365,38.93,0.54,143,article,446964
post_03366,49.47,0.65,37,video,310852
post_03367,55.25,0.57,24,video,412910
post_03368,81.82,0.4,162,poll,416585
post_03369,53.58,0.72,145,article,460868
post_03370,19.3,0.18,71,image,56792
post_03371,13.25,0.57,167,article,491530
post_03372,18.04,0.54,66,article,423561
post_03373,62.54,0.77,147,poll,21432
post_03374,56.45,0.21,18,article,125834
post_03375,51.67,0.25,53,poll,229301
post_03376,26.39,0.6,58,article,447438
post_03377,55.27,0.49,124,image,439481
post_03378,46.33,0.94,12,image,324177
post_03379,46.11,0.29,129,poll,219037
post_03380,21.84,0.75,62,article,214915
post_03381,77.13,0.86,148,image,466715
post_03382,16.11,0.33,66,text,378756
post_03383,29.78,0.98,15,text,437894
post_03384,65.41,0.38,128,poll,353157
post_03385,62.34,0.73,143,text,200513
post_03386,32.91,0.15,164,article,50435
post_03387,61.75,0.42,61,text,439696
post_03388,13.64,0.13,106,image,378978
post_03389,57.01,0.78,41,video,412864
post_03390,66.7,0.35,35,text,89138
post_03391,51.71,0.06,77,image,420428
post_03392,73.67,0.78,71,poll,407489
post_03393,23.98,0.19,139,article,205742
post_03394,67.16,0.84,51,article,49635
post_03395,56.81,0.79,139,text,20406
post_03396,23.99,0.45,115,text,354840
post_03397,51.89,0.07,150,poll,303183
post_03398,67.58,0.78,73,poll,49616
post_03399,88.69,0.85,50,text,44067
post_03400,30.5,0.41,37,image,2362
post_03401,34.51,0.4,106,text,216637
post_03402,70.65,0.88,101,image,90361
post_03403,35.8,0.95,167,text,143099
post_03404,91.66,0.73,86,video,1941
post_03405,74.31,0.85,23,article,49910
post_03406,40.07,0.37,46,poll,98672
post_03407,13.09,0.68,4,article,123859
post_03408,20.97,0.21,112,image,158473
post_03409,51.84,0.47,107,image,239005
post_03410,62.5,0.25,7,article,393844
post_03411,73.18,0.95,132,article,175943
post_03412,90.16,0.69,111,video,482273
post_03413,35.22,0.39,33,image,463244
post_03414,72.53,0.66,153,video,303815
post_03415,71.97,0.99,101,poll,127722
post_03416,57.57,0.19,131,image,3314
post_03417,98.73,0.76,84,video,42863
post_03418,34.23,0.81,152,text,373400
post_03419,24.17,0.07,46,text,437181
post_03420,52.45,0.97,6,text,25008
post_03421,58.98,0.5,62,poll,115160
post_03422,43.88,0.49,106,video,47058
post_03423,8.18,0.18,42,image,423649
post_03424,75.4,0.12,45,text,161363
post_03425,57.67,0.2,122,article,6045
post_03426,33.4,0.66,67,video,178246
post_03427,36.07,0.27,6,text,331880
post_03428,54.03,0.37,15,image,331885
post_03429,67.58,0.94,24,article,245541
post_03430,38.87,0.31,118,article,376615
post_03431,39.85,0.62,39,text,449326
post_03432,53.22,0.77,66,text,360201
post_03433,36.74,0.64,144,text,301731
post_03434,16.1,0.86,91,image,114955
post_03435,65.12,0.43,60,video,152899
post_03436,84.88,0.85,89,poll,108432
post_03437,23.28,0.21,138,image,246151
post_03438,60.36,0.38,152,text,17135
post_03439,78.09,0.56,90,video,143937
post_03440,32.69,0.2,90,video,439724
post_03441,57.33,0.1,138,text,189128
post_03442,54.59,0.58,125,text,22102
post_03443,20.23,0.65,100,text,478598
post_03444,39.59,0.3,163,text,424899
post_03445,50.3,0.76,136,poll,237642
post_03446,39.23,0.41,115,poll,342020
post_03447,30.99,0.23,167,text,497870
post_03448,52.24,0.1,139,image,352019
post_03449,47.13,0.35,97,poll,393066
post_03450,20.6,0.55,82,article,231548
post_03451,35.54,0.99,67,image,109554
post_03452,28.48,0.77,65,article,257575
post_03453,32.16,0.79,61,article,247379
post_03454,20.21,0.48,87,text,460174
post_03455,73.53,0.37,82,poll,217841
post_03456,71.88,0.66,33,poll,75716
post_03457,52.92,0.89,118,video,499777
post_03458,66.78,0.05,81,text,32165
post_03459,44.12,0.09,71,poll,168088
post_03460,40.48,0.56,96,video,487516
post_03461,94.09,0.26,49,video,444543
post_03462,38.31,0.16,39,text,114439
post_03463,77.82,0.58,53,poll,318238
post_03464,25.74,0.66,77,image,415780
post_03465,16.28,0.51,116,image,482270
post_03466,64.25,0.21,2,poll,395969
post_03467,57.26,0.9,57,text,35498
post_03468,82.14,0.85,104,video,477890
post_03469,32.59,0.53,3,article,358339
post_03470,61.02,0.09,95,poll,238570
post_03471,68.93,0.89,157,video,414685
post_03472,11.91,0.19,27,article,256748
post_03473,63.02,0.48,146,poll,92492
post_03474,68.57,0.09,93,text,161146
post_03475,64.48,0.63,48,text,497881
post_03476,53.44,0.08,60,video,87514
post_03477,82.65,0.12,80,poll,69585
post_03478,19.24,0.65,16,image,284212
post_03479,88.51,0.96,156,poll,169188
post_03480,60.25,0.09,127,image,396707
post_03481,40.98,0.29,122,video,9517
post_03482,64.5,0.29,106,image,316278
post_03483,19.24,0.54,5,article,94105
post_03484,30.23,0.08,102,text,326089
post_03485,65.93,0.08,140,poll,187675
post_03486,77.76,0.83,160,poll,375039
post_03487,45.77,0.71,81,text,164094
post_03488,11.65,0.42,28,article,26049
post_03489,49.15,0.63,167,image,313057
post_03490,35.92,0.63,85,video,307830
post_03491,58.99,0.23,76,video,87360
post_03492,18.61,0.86,42,article,274846
post_03493,66.42,0.34,127,poll,247033
post_03494,43.55,0.73,115,article,401799
post_03495,59.76,0.85,115,text,129459
post_03496,84.43,0.25,111,video,314658
post_03497,37.15,0.56,124,video,490741
post_03498,44.98,0.81,22,poll,359398
post_03499,23.4,0.86,30,image,267471
post_03500,98.79,0.66,108,video,32313
post_03501,40.12,0.2,13,image,67596
post_03502,76.23,0.91,11,image,439533
post_03503,82.27,0.26,68,video,430359
post_03504,34.96,0.19,65,video,122580
post_03505,45.23,0.29,14,video,194376
post_03506,82.96,0.53,87,poll,463682
post_03507,58.92,0.9,75,poll,424244
post_03508,57.27,0.24,128,video,33549
post_03509,88.86,0.68,123,video,95305
post_03510,30.7,0.29,104,article,24182
post_03511,53.78,0.35,138,text,31341
post_03512,49.37,0.43,46,article,44126
post_03513,13.98,0.61,92,image,384703
post_03514,57.76,0.75,61,article,431924
post_03515,51.1,0.36,105,text,245494
post_03516,34.11,0.78,150,image,397424
post_03517,78.55,0.39,59,poll,358194
post_03518,81.58,0.05,120,poll,393367
post_03519,31.39,0.49,130,image,242758
post_03520,63.48,0.83,53,video,82036
post_03521,48.51,0.53,85,text,340814
post_03522,36.74,0.2,99,image,171833
post_03523,85.14,0.7,149,image,452087
post_03524,49.03,0.21,92,image,65150
post_03525,10.28,0.09,111,image,484046
post_03526,82.35,0.18,52,poll,270805
post_03527,44.17,0.83,38,text,301279
post_03528,51.32,0.59,2,poll,61194
post_03529,14.52,0.65,96,article,316487
post_03530,29.19,0.15,29,video,176686
post_03531,39.61,0.52,111,text,207644
post_03532,36.28,0.62,141,image,244419
post_03533,18.86,0.97,44,article,329556
post_03534,72.69,0.88,53,video,225576
post_03535,57.72,0.95,36,article,15125
post_03536,21.37,0.61,144,article,237643
post_03537,16.71,0.63,162,article,420654
post_03538,60.49,0.95,168,text,343720
post_03539,29.96,0.5,66,image,401707
post_03540,52.24,0.5,150,poll,433455
post_03541,57.04,0.96,143,article,43531
post_03542,56.68,0.89,103,image,299029
post_03543,42.06,0.94,47,video,467161
post_03544,16.66,0.92,101,text,482707
post_03545,86.66,0.88,123,poll,105861
post_03546,77.67,0.91,67,video,84132
post_03547,25.72,0.48,34,article,159191
post_03548,46.9,0.15,26,article,26053
post_03549,68.92,0.71,16,image,65997
post_03550,88.02,0.85,68,video,197092
post_03551,26.67,0.88,43,image,401679
post_03552,47.96,0.68,12,video,393119
post_03553,41.32,0.53,112,image,222176
post_03554,74.57,0.61,100,text,467613
post_03555,28.94,0.69,32,image,21500
post_03556,45.47,0.12,118,video,57109
post_03557,65.9,0.43,161,video,65566
post_03558,53.38,0.57,88,text,201053
post_03559,33.74,0.54,163,image,344791
post_03560,21.44,0.88,42,article,126082
post_03561,44.29,0.06,4,article,472751
post_03562,61.82,0.48,42,poll,466375
post_03563,47.54,0.58,11,poll,308379
post_03564,36.78,0.39,75,article,133642
post_03565,80.97,0.13,65,video,333551
post_03566,42.27,0.77,30,video,122489
post_03567,64.42,0.13,23,video,330920
post_03568,6.17,0.32,26,article,273258
post_03569,55.95,0.17,23,video,400840
post_03570,39.94,0.08,42,image,343601
post_03571,51.35,0.07,84,text,386630
post_03572,4.75,0.95,162,article,447854
post_03573,66.6,0.51,168,video,389383
post_03574,51.34,0.36,122,article,90590
post_03575,13.08,0.08,28,text,265842
post_03576,56.57,0.57,34,poll,376102
post_03577,72.09,0.48,41,poll,311443
post_03578,56.57,0.58,14,article,470707
post_03579,24.43,0.12,91,article,286972
post_03580,17.47,0.31,44,article,67824
post_03581,44.65,0.45,92,poll,237303
post_03582,40.05,0.95,44,text,453638
post_03583,55.59,0.98,126,poll,98083
post_03584,58.1,0.11,46,text,60742
post_03585,48.1,0.7,148,text,104627
post_03586,38.11,0.61,121,video,396991
post_03587,57.46,0.08,43,poll,398932
post_03588,81.89,0.51,153,video,348762
post_03589,71.05,0.13,14,text,394151
post_03590,72.16,0.58,12,video,143667
post_03591,72.74,0.18,17,image,446870
post_03592,64.27,0.71,142,text,249751
post_03593,23.42,0.24,4,text,476068
post_03594,61.9,0.73,12,poll,370123
post_03595,20.71,0.36,26,article,157967
post_03596,28.33,0.09,124,article,426100
post_03597,74.59,0.37,63,video,134270
post_03598,73.31,0.37,127,poll,244648
post_03599,62.8,0.13,3,image,344013
post_03600,51.88,0.29,15,poll,184979
post_03601,26.29,0.63,17,text,462007
post_03602,77.16,0.19,40,video,226718
post_03603,65.03,0.69,92,article,341578
post_03604,37.91,0.69,133,text,313238
post_03605,38.92,0.43,64,poll,230320
post_03606,63.59,0.3,144,article,349136
post_03607,34.67,0.27,115,text,403594
post_03608,50.84,0.25,140,image,153824
post_03609,34.01,0.82,153,article,358172
post_03610,58.87,0.11,52,poll,473374
post_03611,35.68,0.44,168,article,122577
post_03612,64.16,0.31,133,poll,453692
post_03613,96.35,0.73,60,video,142477
post_03614,39.55,0.72,160,article,448216
post_03615,93.9,0.99,106,video,179681
post_03616,32.92,0.07,52,article,219301
post_03617,85.37,0.26,0,text,418552
post_03618,22.54,0.97,127,article,10746
post_03619,13.09,0.61,82,image,312726
post_03620,66.16,0.27,141,text,87388
post_03621,23.18,0.48,134,text,219855
post_03622,33.37,0.67,166,video,371432
post_03623,45.13,0.71,100,video,264547
post_03624,43.23,0.37,14,text,232772
post_03625,59.24,0.73,12,video,10627
post_03626,43.68,0.92,76,poll,102518
post_03627,41.07,0.8,90,video,20730
post_03628,68.74,0.69,117,video,168277
post_03629,82.07,0.29,147,poll,442293
post_03630,72.39,0.27,119,video,145579
post_03631,60.15,0.3,53,text,28235
post_03632,41.75,0.08,36,article,103325
post_03633,72.72,0.56,84,video,240741
post_03634,55.73,0.88,51,text,348622
post_03635,22.63,0.55,94,article,170806
post_03636,76.21,0.13,9,image,28376
post_03637,59.29,0.14,76,image,464765
post_03638,69.78,0.9,167,poll,275826
post_03639,61.94,0.15,159,image,344044
post_03640,65.2,0.77,64,article,420277
post_03641,71.07,0.88,153,article,302774
post_03642,34.62,0.82,31,article,175183
post_03643,29.82,0.43,139,text,335767
post_03644,68.31,0.23,34,image,41173
post_03645,60.51,0.15,126,text,321644
post_03646,73.04,0.89,7,video,14388
post_03647,38.83,0.4,122,video,313153
post_03648,68.33,0.22,111,image,453762
post_03649,86.94,0.96,142,text,271334
post_03650,12.05,0.4,103,text,87222
post_03651,14.81,0.71,125,image,341374
post_03652,54.92,0.58,34,article,481698
post_03653,48.58,0.57,162,video,374126
post_03654,75.51,0.1,43,text,494667
post_03655,79.2,0.35,146,video,62262
post_03656,75.34,0.16,50,video,85421
post_03657,40.57,0.16,40,video,109838
post_03658,56.66,0.37,8,poll,401914
post_03659,53.79,0.33,38,video,421706
post_03660,28.7,0.36,127,image,141101
post_03661,51.25,0.17,155,video,447354
post_03662,62.07,0.81,159,video,180862
post_03663,65.89,1,0,image,457892
post_03664,48.08,0.82,55,video,443335
post_03665,63.29,0.92,154,article,70299
post_03666,87.25,0.56,44,poll,492301
post_03667,27.52,0.9,113,image,142345
post_03668,88.03,0.55,109,text,330929
post_03669,33.72,0.37,98,article,406011
post_03670,63.5,0.77,150,text,218658
post_03671,52.04,0.44,59,article,371398
post_03672,65.66,0.08,109,poll,67520
post_03673,22.37,0.59,127,article,439927
post_03674,72.25,0.99,14,poll,81383
post_03675,49.39,0.15,163,video,288274
post_03676,40.77,0.52,107,image,124155
post_03677,12.18,0.19,84,image,266777
post_03678,39.39,0.82,73,poll,137714
post_03679,47.9,0.19,18,video,401741
post_03680,50.28,1,145,poll,139058
post_03681,22.34,0.22,160,text,105558
post_03682,66.1,1,133,text,234737
post_03683,60.22,0.41,97,article,158052
post_03684,46.02,0.58,91,video,262963
post_03685,50.61,0.53,165,article,459303
post_03686,35.55,0.86,124,article,324741
post_03687,83.84,0.81,90,text,495680
post_03688,23.42,0.45,142,article,285949
post_03689,59.92,0.46,29,text,316201
post_03690,67.85,0.89,8,article,23750
post_03691,70.15,0.29,87,image,93335
post_03692,59.75,0.67,61,text,55987
post_03693,13.33,0.93,52,article,414980
post_03694,71.34,0.4,69,article,340843
post_03695,71.36,0.79,68,text,267586
post_03696,75.01,0.5,168,poll,135568
post_03697,41.24,0.84,116,poll,360961
post_03698,21.78,0.27,67,article,180355
post_03699,69.61,0.22,62,image,149978
post_03700,25.27,0.86,158,text,284371
post_03701,57.98,0.78,119,text,120376
post_03702,58.3,0.21,113,article,4584
post_03703,41.07,0.94,88,text,315688
post_03704,68.02,0.98,71,poll,138334
post_03705,56.75,0.83,61,text,132792
post_03706,60.3,0.12,118,article,303493
post_03707,55.67,0.35,69,poll,434859
post_03708,53.68,0.96,74,poll,80158
post_03709,58.54,0.24,80,text,326504
post_03710,44.1,0.57,149,text,130850
post_03711,41.84,0.87,8,video,67632
post_03712,33.12,0.32,17,video,261646
post_03713,42.13,0.96,159,article,290879
post_03714,18.49,0.9,32,text,416012
